source_file,substation,raw_segment
61.pdf,Драбівська філія,Гагаріна
61.pdf,Драбівська філія,Садова
61.pdf,Драбівська філія,Сонячна
61.pdf,Драбівська філія,Безіменна
61.pdf,Драбівська філія,Польова
61.pdf,Драбівська філія,Нова
61.pdf,Драбівська філія,Осіння
61.pdf,Золотоніська філія,Iванович
61.pdf,Золотоніська філія,ФО
61.pdf,Золотоніська філія,пров
61.pdf,Золотоніська філія,Симоненка
61.pdf,Золотоніська філія,області
61.pdf,Золотоніська філія,Заводська
61.pdf,Золотоніська філія,Тулуб
61.pdf,Золотоніська філія,Черкаська
61.pdf,Золотоніська філія,во
61.pdf,Золотоніська філія,Вишнева
61.pdf,Золотоніська філія,області
61.pdf,Золотоніська філія,Майдану
61.pdf,Золотоніська філія,Носа
61.pdf,Золотоніська філія,Г.Майдану
61.pdf,Золотоніська філія,Козацька
61.pdf,Золотоніська філія,І.Франка
61.pdf,Золотоніська філія,Степова
61.pdf,Золотоніська філія,Молодіжна
61.pdf,Золотоніська філія,Семеренка
61.pdf,Золотоніська філія,Зелена
61.pdf,Золотоніська філія,Станційна
61.pdf,Золотоніська філія,Корсунь
61.pdf,філія,Прутильці
61.pdf,філія,Дацьки
61.pdf,філія,Яблунівка
61.pdf,філія,Волочай
61.pdf,філія,Карасьов
61.pdf,філія,Фабрична
61.pdf,філія,Лісова
61.pdf,філія,Гагаріна
61.pdf,філія,Сонячна
61.pdf,філія,Дружна
61.pdf,філія,Озерна
61.pdf,філія,І.Франка
61.pdf,філія,Дружби
61.pdf,філія,Росьова
61.pdf,філія,Зоряна
61.pdf,філія,Міцерука
61.pdf,філія,Шевченка
61.pdf,філія,області
61.pdf,філія,Чіковані
61.pdf,філія,Козацька
61.pdf,філія,Шевська
61.pdf,філія,Вишнева
61.pdf,філія,Дружна
61.pdf,філія,Молодіжна
61.pdf,філія,Хоробра
61.pdf,філія,Миру
61.pdf,філія,Вишнева
61.pdf,філія,Набережна
61.pdf,Смілянська міська філія,СПЕК ЧДТУ
61.pdf,Смілянська міська філія,СПЕК ЧДТУ
61.pdf,Смілянська міська філія,Редчиць
61.pdf,Смілянська міська філія,Кошолап
61.pdf,Смілянська міська філія,Войтенко
61.pdf,Смілянська міська філія,Хоменко
61.pdf,Смілянська міська філія,Підлубна
61.pdf,Смілянська міська філія,Маценко
61.pdf,Смілянська міська філія,Ульяненко
61.pdf,Смілянська міська філія,УЖКГ
61.pdf,Смілянська міська філія,Україна
61.pdf,Смілянська міська філія,Фадєєва
61.pdf,Смілянська міська філія,Сілко
61.pdf,Смілянська міська філія,Федоренко
61.pdf,Смілянська міська філія,області
61.pdf,Смілянська міська філія,Заборенко
61.pdf,Смілянська міська філія,Подобін
61.pdf,Смілянська міська філія,Солодка
61.pdf,Смілянська міська філія,Зайченко
61.pdf,Смілянська міська філія,Якушин
61.pdf,Смілянська міська філія,Крепосна
61.pdf,Смілянська міська філія,Олененко
61.pdf,Смілянська міська філія,НВК
61.pdf,Смілянська міська філія,Глущенко
61.pdf,Смілянська міська філія,Савельєв
61.pdf,Смілянська міська філія,Андреєв
61.pdf,Смілянська міська філія,Гладкий
61.pdf,Смілянське відділення,х
61.pdf,Смілянське відділення,населення
61.pdf,Смілянське відділення,населення
61.pdf,Смілянське відділення,п/п Шоха
61.pdf,Смілянське відділення,Облпаливо
61.pdf,Смілянське відділення,Вторметал
61.pdf,Смілянське відділення,ЧП Тендер
61.pdf,Смілянське відділення,Юності
61.pdf,Смілянське відділення,Макаренка
61.pdf,Смілянське відділення,п/п
61.pdf,Смілянське відділення,населення
61.pdf,Смілянське відділення,"п/п, населення"
61.pdf,Смілянське відділення,області
61.pdf,Смілянське відділення,Дит.садок
61.pdf,Смілянське відділення,ВЧ
61.pdf,Смілянське відділення,області
61.pdf,Смілянське відділення,го Травня
61.pdf,Смілянське відділення,гараж
61.pdf,Смілянське відділення,склад
61.pdf,Чигиринська філія,області
61.pdf,Чигиринська філія,Топилівка
61.pdf,Чорнобаївська філія,в Канівці
61.pdf,Чорнобаївська філія,Кримова
61.pdf,Шполянська філія,Соняшна
61.pdf,Шполянська філія,Кавказька
61.pdf,Шполянська філія,Молодіжна
61.pdf,Шполянська філія,Садова
61.pdf,Шполянська філія,Дружби
61.pdf,Шполянська філія,Соборна
61.pdf,Шполянська філія,Таранця
61.pdf,Шполянська філія,Гоголя
61.pdf,Шполянська філія,Крупської
61.pdf,Шполянська філія,П.Орлика
61.pdf,Шполянська філія,Вишнева
61.pdf,Шполянська філія,Щедріна
61.pdf,Шполянська філія,Каштанова
61.pdf,Калинопільська філія,області
61.pdf,Калинопільська філія,в. Дружби
61.pdf,Черкаська міська філія,Корольова
61.pdf,Черкаська міська філія,області
61.pdf,Черкаська міська філія,Руставі
61.pdf,Черкаська міська філія,Тараскова
61.pdf,Черкаська міська філія,Вернигори
61.pdf,Черкаська міська філія,області
61.pdf,Черкаська міська філія,тр Шевч
62.pdf,Канівська філія,Жмаченка
62.pdf,Канівська філія,Довженка
62.pdf,Канівська філія,Б.Ступки
62.pdf,Канівська філія,Травня
62.pdf,Жашківська філія,ТП
62.pdf,Жашківська філія,Волошкова
62.pdf,Жашківська філія,Фіалкова
62.pdf,Жашківська філія,Живописна
62.pdf,Жашківська філія,Дзвінка
62.pdf,Жашківська філія,Паркова
62.pdf,Жашківська філія,Радгоспна
62.pdf,Жашківська філія,Совича
62.pdf,Жашківська філія,Багряний
62.pdf,Жашківська філія,І.Франка
62.pdf,Жашківська філія,Лазурна
62.pdf,Жашківська філія,Дібровна
62.pdf,Жашківська філія,Долинна
62.pdf,Жашківська філія,Ранкова
62.pdf,Жашківська філія,Залужна
62.pdf,Жашківська філія,Трояндова
62.pdf,Жашківська філія,Баумана
62.pdf,Жашківська філія,Малинова
62.pdf,Жашківська філія,Серпнева
62.pdf,Жашківська філія,Яблунева
62.pdf,Жашківська філія,Березова
62.pdf,Маньківська філія,Оранта
62.pdf,Маньківська філія,Аваль
62.pdf,Маньківська філія,універмаг
62.pdf,Маньківська філія,Сонячна
62.pdf,Маньківська філія,Зоряна
62.pdf,Маньківська філія,Квіткова
62.pdf,Маньківська філія,Довженка
62.pdf,Маньківська філія,Гагаріна
62.pdf,Маньківська філія,Садова
62.pdf,Маньківська філія,Калинова
62.pdf,Маньківська філія,Федюкова
62.pdf,філія,населення
62.pdf,філія,населення
62.pdf,філія,населення
62.pdf,філія,Уманські
62.pdf,філія,Польська
62.pdf,філія,Тищика
62.pdf,філія,Київська
62.pdf,філія,України
62.pdf,філія,Кут
62.pdf,Христинівська філія,Уманська
62.pdf,Христинівська філія,Садова
62.pdf,Христинівська філія,О.Вишні
62.pdf,Христинівська філія,Миру
62.pdf,Христинівська філія,Польова
62.pdf,Христинівська філія,Набережна
